TeamId,TeamName,SubmissionDate,Score
1266986,MirrorLu,"2018-01-17 03:14:03",0.179
1267150,"Om Suchak","2018-01-17 03:24:35",0.144
1272320,Hefesto-,"2018-01-17 03:27:13",0.279
1266488,xuhuaren,"2018-01-17 03:27:36",0.303
1265145,amaia,"2018-01-17 03:30:19",0.001
1266986,MirrorLu,"2018-01-17 03:31:41",0.278
1266430,"that was dramatic","2018-01-17 03:33:00",0.249
1272320,Hefesto-,"2018-01-17 03:37:09",0.285
1266798,"Somshubra Majumdar","2018-01-17 03:37:13",0.272
1265095,"Alex Cadrin / James Requa","2018-01-17 03:55:22",0.270
1267257,"Dream Navigator","2018-01-17 04:02:13",0.000
1267257,"Dream Navigator","2018-01-17 04:04:04",0.144
1267310,Madhu19,"2018-01-17 04:07:11",0.144
1264632,"Yuanfang Guan and Wei Dong","2018-01-17 04:24:43",0.316
1275734,"BAH NA^2","2018-01-17 04:27:14",0.233
1265145,amaia,"2018-01-17 04:34:43",0.217
1265007,"林湧森 (Dyson Lin)","2018-01-17 04:36:05",0.171
1264154,KOKO,"2018-01-17 04:38:37",0.000
1267465,"Jax Sharp","2018-01-17 04:44:33",0.000
1266181,"Universal Entropy","2018-01-17 04:51:42",0.000
1264154,KOKO,"2018-01-17 04:51:45",0.000
1267441,"Alexander Kireev","2018-01-17 05:01:34",0.194
1266921,"ASHUTOSH KUMAR","2018-01-17 05:02:00",0.216
1265906,AnilPandey,"2018-01-17 05:24:18",0.270
1266606,"Akila Wajirasena","2018-01-17 05:25:42",0.239
1266064,"Oscar Takeshita","2018-01-17 05:26:37",0.233
1267146,"Cedric Chee","2018-01-17 05:28:34",0.144
1266314,EastSchneider,"2018-01-17 05:39:08",0.000
1267300,mtcmr2,"2018-01-17 05:46:03",0.233
1267055,lyakaap,"2018-01-17 05:53:32",0.308
1264189,"Tony Y.","2018-01-17 05:55:25",0.177
1266800,hyu754,"2018-01-17 06:01:16",0.000
1267470,"Gasimov Aydin","2018-01-17 06:10:55",0.266
1266800,hyu754,"2018-01-17 06:16:59",0.135
1267055,lyakaap,"2018-01-17 06:21:34",0.324
1265906,AnilPandey,"2018-01-17 06:22:04",0.285
1267909,"saptarshi basu","2018-01-17 06:22:39",0.144
1267909,"saptarshi basu","2018-01-17 06:29:45",0.233
1266893,hhuang,"2018-01-17 06:41:14",0.243
1266800,hyu754,"2018-01-17 06:49:13",0.206
1267562,"Mohammed Amro","2018-01-17 06:52:00",0.250
1266488,xuhuaren,"2018-01-17 06:52:40",0.318
1265056,CVxTz,"2018-01-17 06:56:35",0.301
1268071,"Muhammad Shoaib","2018-01-17 07:02:13",0.000
1264221,DmitryKustikov,"2018-01-17 07:05:52",0.222
1266667,JordanLui,"2018-01-17 07:12:51",0.240
1266800,hyu754,"2018-01-17 07:19:46",0.212
1266757,qilicun,"2018-01-17 07:28:29",0.019
1268169,"Sheik Mohamed Imran","2018-01-17 07:28:42",0.226
1268310,"Licheng Zhang","2018-01-17 07:39:41",0.144
1264602,TeraFlops,"2018-01-17 07:39:46",0.264
1268309,SIDHARTH,"2018-01-17 07:41:09",0.144
1264976,"Kevin Mader","2018-01-17 07:46:58",0.183
1268152,"Andrey Poletaev","2018-01-17 07:47:59",0.226
1266269,SabariManoharPalaniappan,"2018-01-17 07:53:32",0.201
1267450,tkasasagi,"2018-01-17 07:54:17",0.260
1268395,FabSchreiber,"2018-01-17 07:57:46",0.144
1267564,"Deepak Singh Rawat","2018-01-17 07:59:13",0.235
1266757,qilicun,"2018-01-17 08:00:23",0.126
1264659,"Victor Leontyev","2018-01-17 08:03:04",0.144
1268152,"Andrey Poletaev","2018-01-17 08:04:15",0.257
1268269,OsciiArt,"2018-01-17 08:14:23",0.072
1268503,"Krizsó Gergely","2018-01-17 08:16:14",0.072
1264751,"Mathurin Aché","2018-01-17 08:28:56",0.233
1268353,"Andrew Tulyakov","2018-01-17 08:34:31",0.206
1264670,"Heng CherKeng","2018-01-17 08:36:34",0.000
1268290,BlackCore,"2018-01-17 08:41:00",0.072
1268353,"Andrew Tulyakov","2018-01-17 08:52:38",0.263
1267939,swkcoding,"2018-01-17 08:52:52",0.237
1267969,YinYu@Newbie,"2018-01-17 09:03:48",0.000
1268583,harmitage,"2018-01-17 09:04:56",0.219
1268791,saminebagheri,"2018-01-17 09:12:23",0.000
1268496,ManuGoyal,"2018-01-17 09:18:19",0.230
1264933,"Kjetil Åmdal-Sævik","2018-01-17 09:21:38",0.277
1265819,Tzu-ChingWu(George),"2018-01-17 09:27:33",0.113
1264976,"Kevin Mader","2018-01-17 09:29:39",0.204
1267724,KH.BeЯnste1n,"2018-01-17 09:35:18",0.222
1268290,BlackCore,"2018-01-17 09:36:15",0.193
1268435,ECL,"2018-01-17 09:37:44",0.143
1268978,"Owen Corrigan","2018-01-17 09:39:47",0.000
1268566,KirillLisenkov,"2018-01-17 09:52:30",0.203
1268583,harmitage,"2018-01-17 10:01:20",0.232
1267980,"Ekansh Verma","2018-01-17 10:07:00",0.232
1269121,pankajsharma,"2018-01-17 10:08:55",0.265
1267909,"saptarshi basu","2018-01-17 10:18:09",0.265
1267909,"saptarshi basu","2018-01-17 10:18:39",0.277
1266319,aymenmouelhi,"2018-01-17 10:19:51",0.248
1267055,lyakaap,"2018-01-17 10:33:09",0.336
1267408,"Nand Poddar","2018-01-17 10:47:05",0.235
1268359,"Ahmed Selim","2018-01-17 10:50:56",0.000
1268583,harmitage,"2018-01-17 10:51:15",0.262
1264238,mmi333,"2018-01-17 10:52:39",0.261
1264669,"yechiel amsalem","2018-01-17 10:52:56",0.207
1268243,"Tk-rotich ","2018-01-17 11:02:38",0.174
1268416,zhaglang,"2018-01-17 11:14:56",0.259
1267851,"Steven Hedges","2018-01-17 11:27:12",0.280
1268566,KirillLisenkov,"2018-01-17 11:30:29",0.229
1264238,mmi333,"2018-01-17 11:30:35",0.276
1264238,mmi333,"2018-01-17 11:32:04",0.288
1266606,"Akila Wajirasena","2018-01-17 11:32:59",0.276
1268243,"Tk-rotich ","2018-01-17 11:33:27",0.214
1268416,zhaglang,"2018-01-17 11:40:51",0.284
1267851,"Steven Hedges","2018-01-17 11:48:07",0.283
1269541,FranciscoFerreira,"2018-01-17 11:50:25",0.000
1264238,mmi333,"2018-01-17 11:57:34",0.310
1264244,AngMingliang,"2018-01-17 12:00:20",0.265
1268006,mikeluck,"2018-01-17 12:09:38",0.224
1269476,the_boogeyman,"2018-01-17 12:10:09",0.223
1269539,Topper,"2018-01-17 12:11:14",0.146
1268583,harmitage,"2018-01-17 12:11:33",0.279
1268006,mikeluck,"2018-01-17 12:16:12",0.232
1269539,Topper,"2018-01-17 12:30:34",0.240
1269539,Topper,"2018-01-17 12:37:45",0.246
1266856,LinZhuoChen,"2018-01-17 12:43:35",0.000
1269681,Igun,"2018-01-17 12:46:47",0.262
1265095,"Alex Cadrin / James Requa","2018-01-17 12:55:16",0.294
1264859,"Misha Zhukov","2018-01-17 12:59:18",0.208
1268624,deep_learner,"2018-01-17 13:02:30",0.221
1264859,"Misha Zhukov","2018-01-17 13:07:54",0.229
1269437,"Zak R","2018-01-17 13:12:47",0.265
1264669,"yechiel amsalem","2018-01-17 13:15:52",0.209
1268038,"John Striver","2018-01-17 13:16:46",0.244
1267975,"Aditya Soni","2018-01-17 13:17:41",0.255
1267975,"Aditya Soni","2018-01-17 13:19:39",0.265
1270011,Tututu,"2018-01-17 13:25:05",0.265
1265007,"林湧森 (Dyson Lin)","2018-01-17 13:49:27",0.268
1264516,"Dave Fang","2018-01-17 14:02:01",0.239
1268566,KirillLisenkov,"2018-01-17 14:03:24",0.278
1264186,ZFTurbo,"2018-01-17 14:03:51",0.349
1264589,Mike,"2018-01-17 14:06:08",0.250
1265022,"Tran Minh Quan","2018-01-17 14:11:18",0.009
1267562,"Mohammed Amro","2018-01-17 14:11:54",0.260
1264855,MaChiron,"2018-01-17 14:13:34",0.000
1264516,"Dave Fang","2018-01-17 14:17:58",0.260
1268911,"Steindór Ellertsson","2018-01-17 14:19:04",0.265
1264669,"yechiel amsalem","2018-01-17 14:21:01",0.246
1264966,"Dennis Svedberg","2018-01-17 14:22:29",0.233
1267300,mtcmr2,"2018-01-17 14:23:30",0.236
1268269,OsciiArt,"2018-01-17 14:24:26",0.137
1268624,deep_learner,"2018-01-17 14:26:31",0.298
1265022,"Tran Minh Quan","2018-01-17 14:27:26",0.227
1269381,IlyaDobrynin,"2018-01-17 14:28:25",0.232
1269891,"[ods.ai] Vladimir Larin","2018-01-17 14:29:06",0.242
1265022,"Tran Minh Quan","2018-01-17 14:31:40",0.232
1264221,DmitryKustikov,"2018-01-17 14:31:47",0.239
1265022,"Tran Minh Quan","2018-01-17 14:34:32",0.232
1269863,AnoopKulkarni,"2018-01-17 14:35:20",0.231
1268911,"Steindór Ellertsson","2018-01-17 14:40:47",0.278
1269381,IlyaDobrynin,"2018-01-17 14:47:48",0.247
1264589,Mike,"2018-01-17 14:48:27",0.265
1268038,"John Striver","2018-01-17 14:50:30",0.253
1266380,Le&Le,"2018-01-17 14:50:39",0.178
1266380,Le&Le,"2018-01-17 14:53:35",0.265
1266667,JordanLui,"2018-01-17 15:03:56",0.274
1269226,"Vivek Pandey","2018-01-17 15:04:18",0.247
1270244,"Cheng ZhongYao","2018-01-17 15:09:18",0.243
1268352,mstritt,"2018-01-17 15:12:52",0.215
1264289,"Marco Lugo","2018-01-17 15:13:19",0.257
1264289,"Marco Lugo","2018-01-17 15:23:03",0.266
1266750,Dr.Machine,"2018-01-17 15:25:35",0.235
1264751,"Mathurin Aché","2018-01-17 15:31:27",0.265
1266380,Le&Le,"2018-01-17 15:35:14",0.276
1266488,xuhuaren,"2018-01-17 15:35:24",0.320
1269798,"Lucas Dienis","2018-01-17 15:44:15",0.252
1267164,Insomnia,"2018-01-17 15:51:23",0.235
1268911,"Steindór Ellertsson","2018-01-17 15:57:45",0.282
1268981,Juju,"2018-01-17 15:59:08",0.056
1270244,"Cheng ZhongYao","2018-01-17 16:01:01",0.265
1269375,"Parkinson Zabelin","2018-01-17 16:01:05",0.278
1269863,AnoopKulkarni,"2018-01-17 16:13:20",0.259
1269798,"Lucas Dienis","2018-01-17 16:16:05",0.283
1265541,Adblu,"2018-01-17 16:16:14",0.257
1270207,sunqiankun,"2018-01-17 16:22:04",0.223
1268877,"Dmytro Bagaiev","2018-01-17 16:33:45",0.147
1270729,raddar,"2018-01-17 16:38:35",0.280
1269643,NavneetMKumar,"2018-01-17 16:45:18",0.236
1269891,"[ods.ai] Vladimir Larin","2018-01-17 16:57:42",0.265
1270159,"Vadim Borisov","2018-01-17 17:05:00",0.228
1268980,cthom055,"2018-01-17 17:09:46",0.259
1264154,KOKO,"2018-01-17 17:11:22",0.044
1270885,neptune.ml,"2018-01-17 17:15:38",0.000
1270142,"Brian Diesel","2018-01-17 17:17:37",0.273
1264972,parseltung,"2018-01-17 17:19:08",0.000
1270159,"Vadim Borisov","2018-01-17 17:19:29",0.242
1269375,"Parkinson Zabelin","2018-01-17 17:21:47",0.282
1266483,Ivanhoe,"2018-01-17 17:24:57",0.262
1269643,NavneetMKumar,"2018-01-17 17:28:00",0.272
1269375,"Parkinson Zabelin","2018-01-17 17:38:22",0.295
1270878,"Dan Emery","2018-01-17 17:43:07",0.246
1264627,snapperwiffer,"2018-01-17 17:58:27",0.147
1270592,IsaacC,"2018-01-17 18:25:05",0.215
1264139,"Krzysztof Dziedzic","2018-01-17 18:27:30",0.000
1266956,"Ahmet Hamza Emra","2018-01-17 18:27:47",0.255
1264627,snapperwiffer,"2018-01-17 18:28:50",0.268
1264139,"Krzysztof Dziedzic","2018-01-17 18:29:23",0.000
1267257,"Dream Navigator","2018-01-17 18:36:26",0.265
1264220,"Abdullah Karimi","2018-01-17 18:46:41",0.234
1264220,"Abdullah Karimi","2018-01-17 18:47:48",0.265
1264139,"Krzysztof Dziedzic","2018-01-17 18:49:12",0.231
1265227,"Jasmeet Bhatia","2018-01-17 18:59:55",0.248
1268877,"Dmytro Bagaiev","2018-01-17 19:03:52",0.205
1271275,"Musfiqur Rahman","2018-01-17 19:06:19",0.232
1270592,IsaacC,"2018-01-17 19:09:52",0.235
1265227,"Jasmeet Bhatia","2018-01-17 19:11:07",0.257
1270592,IsaacC,"2018-01-17 19:12:04",0.243
1271050,EJD,"2018-01-17 19:12:40",0.265
1264659,"Victor Leontyev","2018-01-17 19:17:34",0.237
1265030,"Gábor Vecsei","2018-01-17 19:22:34",0.167
1266483,Ivanhoe,"2018-01-17 19:25:12",0.281
1268435,ECL,"2018-01-17 19:44:39",0.256
1270856,"German Novikov","2018-01-17 19:45:32",0.254
1266161,skthetwo,"2018-01-17 19:49:36",0.240
1270968,Spiro,"2018-01-17 19:51:28",0.253
1265030,"Gábor Vecsei","2018-01-17 19:56:47",0.167
1266315,avgeiss,"2018-01-17 20:00:16",0.002
1270786,"Alexander Rogachev","2018-01-17 20:19:16",0.254
1266234,西葫芦炖冬瓜,"2018-01-17 20:21:13",0.258
1266486,Puneeth,"2018-01-17 20:21:33",0.241
1268648,"Elena Cuoco","2018-01-17 20:23:00",0.280
1269098,sinkie,"2018-01-17 20:23:26",0.250
1266234,西葫芦炖冬瓜,"2018-01-17 20:23:49",0.265
1266234,西葫芦炖冬瓜,"2018-01-17 20:28:38",0.266
1266234,西葫芦炖冬瓜,"2018-01-17 20:32:18",0.275
1271434,Grabyss,"2018-01-17 20:40:04",0.239
1267300,mtcmr2,"2018-01-17 20:47:09",0.248
1270856,"German Novikov","2018-01-17 20:49:10",0.265
1266161,skthetwo,"2018-01-17 20:53:53",0.265
1268877,"Dmytro Bagaiev","2018-01-17 20:54:34",0.237
1267441,"Alexander Kireev","2018-01-17 20:55:08",0.276
1270856,"German Novikov","2018-01-17 21:00:36",0.294
1266161,skthetwo,"2018-01-17 21:01:59",0.275
1264370,jps,"2018-01-17 21:03:13",0.247
1264370,jps,"2018-01-17 21:07:14",0.258
1268435,ECL,"2018-01-17 21:12:06",0.258
1271615,"Willian Rampazzo","2018-01-17 21:14:28",0.254
1266315,avgeiss,"2018-01-17 21:15:10",0.264
1270963,Lain,"2018-01-17 21:17:04",0.289
1266315,avgeiss,"2018-01-17 21:17:46",0.264
1269932,"Dawid Kamrowski","2018-01-17 21:22:03",0.265
1270856,"German Novikov","2018-01-17 21:27:12",0.300
1266956,"Ahmet Hamza Emra","2018-01-17 21:34:16",0.255
1271026,PzPz,"2018-01-17 21:43:55",0.239
1271889,"Vikram Jha","2018-01-17 21:45:02",0.000
1265227,"Jasmeet Bhatia","2018-01-17 22:03:16",0.266
1265227,"Jasmeet Bhatia","2018-01-17 22:03:43",0.285
1270963,Lain,"2018-01-17 22:04:35",0.298
1264233,"Nastika Vidwan","2018-01-17 22:08:40",0.028
1266896,MichaelXu,"2018-01-17 22:24:53",0.001
1266175,sparky,"2018-01-17 22:35:25",0.000
1264233,"Nastika Vidwan","2018-01-17 22:36:26",0.069
1271889,"Vikram Jha","2018-01-17 22:41:52",0.253
1267662,"Nico Melone","2018-01-17 22:42:03",0.000
1268106,ItsATensorNotAMatrix,"2018-01-17 22:48:22",0.275
1271275,"Musfiqur Rahman","2018-01-17 22:54:12",0.254
1266896,MichaelXu,"2018-01-17 22:54:28",0.002
1269932,"Dawid Kamrowski","2018-01-17 23:00:29",0.269
1266093,"Ming Cong","2018-01-17 23:03:16",0.000
1267164,Insomnia,"2018-01-17 23:12:46",0.248
1266750,Dr.Machine,"2018-01-17 23:22:02",0.266
1270142,"Brian Diesel","2018-01-17 23:26:24",0.278
1266315,avgeiss,"2018-01-17 23:29:49",0.338
1265110,"Anirudh K","2018-01-17 23:44:29",0.280
1272007,Craig,"2018-01-17 23:52:19",0.219
1265609,Jokus,"2018-01-17 23:59:16",0.265
1272320,Hefesto-,"2018-01-18 00:09:38",0.313
1266045,"Chris Halfacre","2018-01-18 00:23:07",0.204
1265819,Tzu-ChingWu(George),"2018-01-18 00:27:29",0.132
1265227,"Jasmeet Bhatia","2018-01-18 00:39:39",0.290
1266483,Ivanhoe,"2018-01-18 00:40:03",0.288
1266483,Ivanhoe,"2018-01-18 00:45:46",0.308
1266956,"Ahmet Hamza Emra","2018-01-18 00:48:24",0.273
1265800,huiqin,"2018-01-18 00:48:58",0.309
1266483,Ivanhoe,"2018-01-18 00:49:50",0.312
1267450,tkasasagi,"2018-01-18 00:49:59",0.266
1264627,snapperwiffer,"2018-01-18 01:18:09",0.285
1266757,qilicun,"2018-01-18 01:18:32",0.149
1272349,Nucle_Net,"2018-01-18 01:57:20",0.000
1264220,"Abdullah Karimi","2018-01-18 02:06:56",0.277
1266883,YiyunZhou,"2018-01-18 02:11:05",0.263
1264516,"Dave Fang","2018-01-18 02:33:36",0.262
1266506,"Steve Bolton","2018-01-18 02:40:31",0.254
1271208,detour,"2018-01-18 02:52:25",0.269
1269863,AnoopKulkarni,"2018-01-18 02:53:33",0.267
1272510,Artemis,"2018-01-18 02:57:15",0.000
1265095,"Alex Cadrin / James Requa","2018-01-18 03:11:36",0.312
1265517,"xiao ","2018-01-18 03:11:43",0.242
1272600,"Niranjan Nakkala","2018-01-18 03:12:31",0.265
1266430,"that was dramatic","2018-01-18 03:25:18",0.275
1266430,"that was dramatic","2018-01-18 03:26:39",0.288
1272320,Hefesto-,"2018-01-18 03:30:49",0.320
1269449,yangminghan,"2018-01-18 03:44:13",0.208
1269966,"Li Bin","2018-01-18 04:11:23",0.239
1266757,qilicun,"2018-01-18 04:11:51",0.309
1266506,"Steve Bolton","2018-01-18 04:12:24",0.284
1268475,CrazyBoy,"2018-01-18 04:18:33",0.242
1272751,"Data Craze","2018-01-18 04:24:13",0.253
1272751,"Data Craze","2018-01-18 04:25:14",0.265
1269966,"Li Bin","2018-01-18 04:29:32",0.275
1267440,mfab,"2018-01-18 04:39:37",0.222
1265819,Tzu-ChingWu(George),"2018-01-18 04:41:10",0.206
1271208,detour,"2018-01-18 04:49:36",0.318
1269966,"Li Bin","2018-01-18 04:51:17",0.280
1270392,Goose,"2018-01-18 04:53:12",0.261
1265517,"xiao ","2018-01-18 04:58:21",0.245
1272833,TINO,"2018-01-18 04:59:12",0.000
1272852,Anna,"2018-01-18 05:05:38",0.265
1266986,MirrorLu,"2018-01-18 05:08:53",0.287
1264786,outrunner,"2018-01-18 05:14:21",0.385
1267605,JoeWarren,"2018-01-18 05:19:32",0.254
1265601,"Weijie Gao","2018-01-18 05:25:43",0.249
1264973,birolkuyumcu,"2018-01-18 05:32:46",0.167
1267605,JoeWarren,"2018-01-18 05:39:43",0.294
1265481,Damodar,"2018-01-18 05:51:39",0.251
1272481,IAmLegend,"2018-01-18 05:59:23",0.238
1266856,LinZhuoChen,"2018-01-18 06:03:05",0.236
1265426,bmci,"2018-01-18 06:13:23",0.000
1272609,r3dmaohong,"2018-01-18 06:15:46",0.269
1267980,"Ekansh Verma","2018-01-18 06:18:30",0.265
1267767,"The Flash","2018-01-18 06:19:33",0.140
1267767,"The Flash","2018-01-18 06:23:13",0.215
1271983,tuanphuc,"2018-01-18 06:25:21",0.239
1272481,IAmLegend,"2018-01-18 06:27:48",0.263
1265426,bmci,"2018-01-18 06:34:12",0.285
1265729,BitterSilver,"2018-01-18 06:35:03",0.263
1273069,"Pratham Solanki","2018-01-18 06:40:46",0.167
1272627,"Vladimir Nekrasov","2018-01-18 06:41:15",0.069
1272858,SeoungSeonJeon,"2018-01-18 06:43:33",0.305
1273069,"Pratham Solanki","2018-01-18 06:43:37",0.265
1265426,bmci,"2018-01-18 06:43:50",0.305
1264525,"Saurabh Gawande","2018-01-18 07:02:04",0.263
1266343,"Ken Liao","2018-01-18 07:04:55",0.266
1266506,"Steve Bolton","2018-01-18 07:12:21",0.309
1268269,OsciiArt,"2018-01-18 07:13:37",0.237
1273051,Bo1Yuan,"2018-01-18 07:13:50",0.000
1273205,少女初长成,"2018-01-18 07:19:29",0.280
1265007,"林湧森 (Dyson Lin)","2018-01-18 07:20:26",0.284
1271208,detour,"2018-01-18 07:20:52",0.331
1266757,qilicun,"2018-01-18 07:25:06",0.311
1273205,少女初长成,"2018-01-18 07:29:55",0.316
1267310,Madhu19,"2018-01-18 07:32:32",0.253
1272064,RTC,"2018-01-18 07:33:20",0.272
1273273,lwjmdj,"2018-01-18 07:35:53",0.318
1272988,ManiKhanuja,"2018-01-18 07:36:43",0.164
1267767,"The Flash","2018-01-18 07:46:54",0.308
1267562,"Mohammed Amro","2018-01-18 07:49:02",0.265
1264751,"Mathurin Aché","2018-01-18 07:49:12",0.277
1267562,"Mohammed Amro","2018-01-18 07:50:54",0.265
1266343,"Ken Liao","2018-01-18 07:52:14",0.274
1268981,Juju,"2018-01-18 07:57:28",0.245
1268207,SamCC0815,"2018-01-18 07:58:45",0.252
1273273,lwjmdj,"2018-01-18 07:59:52",0.334
1266799,CCBJ,"2018-01-18 07:59:53",0.227
1273213,MaNiaBang,"2018-01-18 08:00:45",0.268
1273273,lwjmdj,"2018-01-18 08:01:39",0.334
1268207,SamCC0815,"2018-01-18 08:04:01",0.252
1268207,SamCC0815,"2018-01-18 08:05:30",0.259
1266757,qilicun,"2018-01-18 08:05:58",0.316
1264973,birolkuyumcu,"2018-01-18 08:11:38",0.230
1273357,"Bostjan Mrak","2018-01-18 08:26:27",0.286
1267762,"Theo Lai","2018-01-18 08:32:50",0.251
1273357,"Bostjan Mrak","2018-01-18 09:03:41",0.295
1273066,happy,"2018-01-18 09:09:09",0.250
1272508,石头人m,"2018-01-18 09:11:54",0.264
1273604,uknowwho1am,"2018-01-18 09:19:24",0.272
1269047,Andreu,"2018-01-18 09:20:31",0.000
1272960,Coco_Sun,"2018-01-18 09:25:48",0.250
1264139,"Krzysztof Dziedzic","2018-01-18 09:39:05",0.323
1268900,智障也有春天,"2018-01-18 09:49:25",0.000
1273604,uknowwho1am,"2018-01-18 09:51:02",0.293
1273381,"# Random Goose","2018-01-18 09:54:51",0.252
1267762,"Theo Lai","2018-01-18 10:17:11",0.264
1264973,birolkuyumcu,"2018-01-18 10:19:31",0.263
1268435,ECL,"2018-01-18 10:22:34",0.266
1264855,MaChiron,"2018-01-18 10:26:13",0.007
1264855,MaChiron,"2018-01-18 10:32:53",0.103
1264855,MaChiron,"2018-01-18 10:37:22",0.124
1272988,ManiKhanuja,"2018-01-18 10:38:30",0.179
1273357,"Bostjan Mrak","2018-01-18 10:38:34",0.305
1264855,MaChiron,"2018-01-18 10:39:55",0.131
1264855,MaChiron,"2018-01-18 10:42:00",0.177
1268435,ECL,"2018-01-18 10:51:26",0.286
1267187,vincejia,"2018-01-18 10:58:26",0.213
1268416,zhaglang,"2018-01-18 11:05:16",0.291
1264221,DmitryKustikov,"2018-01-18 11:05:25",0.268
1272988,ManiKhanuja,"2018-01-18 11:06:58",0.235
1273754,excel,"2018-01-18 11:09:24",0.290
1264860,Chelus,"2018-01-18 11:09:44",0.264
1273282,"Nikhil Tomar","2018-01-18 11:32:37",0.260
1269798,"Lucas Dienis","2018-01-18 11:36:49",0.296
1272988,ManiKhanuja,"2018-01-18 11:49:49",0.261
1267696,은주니(ttagu99),"2018-01-18 12:12:09",0.274
1268106,ItsATensorNotAMatrix,"2018-01-18 12:12:21",0.305
